project_id,month,direct_cost,fte_count,business_value
P-0080,8,45491.54248296648,16.0,0.0
P-0080,9,43146.37750598561,16.0,0.0
P-0080,10,42263.16641887414,16.0,0.0
P-0080,11,40623.54404443564,17.0,0.0
P-0080,12,35730.75675149257,18.0,0.0
P-0080,13,37020.58662385555,18.0,0.0
P-0080,14,40398.97875933954,16.0,0.0
P-0080,15,43025.569274883404,18.0,0.0
P-0080,16,49043.58169869568,18.0,0.0
P-0080,17,12011.080634796299,2.0,944099.6682124407
P-0080,18,14288.087310285508,3.0,4110140.476710389
P-0080,19,14453.294539335322,3.0,4319987.474020053
P-0080,20,11597.951124939787,3.0,4352739.694658122
P-0080,21,13397.594424752653,2.0,3824740.1468499587
P-0080,22,11571.633541240584,3.0,4341004.975634131
P-0080,23,14982.250159223355,2.0,3705556.7655059793
P-0080,24,13487.241720869606,3.0,3961869.3339264034
P-0080,25,9508.800760034661,3.0,4529521.466453732
P-0081,1,62094.56343819568,8.0,0.0
P-0081,2,53571.884086760205,8.0,0.0
P-0081,3,61596.041263067746,7.0,0.0
P-0081,4,50362.032683485,7.0,0.0
P-0081,5,57001.04528847605,9.0,0.0
P-0081,6,58172.853750840106,8.0,0.0
P-0081,7,54783.511878108555,7.0,0.0
P-0081,8,58524.77242072608,7.0,0.0
P-0081,9,6617.094205983624,1.0,200381.64746193564
P-0081,10,6138.357371411506,2.0,399447.84964749624
P-0081,11,8958.942985675712,1.0,446094.56720244506
P-0081,12,8262.68575129503,2.0,713324.0453672983
P-0081,13,5998.48178107788,1.0,795247.4332090245
P-0081,14,7661.537113911512,1.0,942997.6383207038
P-0081,15,6021.233557204974,0.0,1143086.664510391
P-0082,1,76667.39187686474,3.0,0.0
P-0082,2,62082.88859935785,4.0,0.0
P-0082,3,61048.77117235241,5.0,0.0
P-0082,4,63784.47164428349,4.0,0.0
P-0082,5,76503.4859541625,4.0,0.0
P-0082,6,8842.666713225475,3.0,524239.38901404117
P-0082,7,11236.507821153324,3.0,633191.6588665385
P-0082,8,9279.717070031435,3.0,834214.5455228207
P-0082,9,9772.69347969512,2.0,937536.7228535353
P-0082,10,10743.249385124269,3.0,1457681.338695394
P-0082,11,13468.909638434112,3.0,1648267.68219874
P-0082,12,14354.10621291207,3.0,2086477.0151065483
P-0082,13,11714.425849892044,2.0,1748211.1131154732
P-0082,14,10105.197776755202,3.0,2440322.278989674
P-0083,1,88781.04349443283,2.0,0.0
P-0083,2,78224.784129274,1.0,0.0
P-0083,3,97957.05741816491,3.0,0.0
P-0083,4,79267.03439329467,3.0,0.0
P-0083,5,6679.450583124939,1.0,55946.395065233264
P-0083,6,9785.845076234631,1.0,91560.7403391796
P-0083,7,8925.728051094908,1.0,144373.49296824334
P-0083,8,9064.342580904522,1.0,213482.1076982585
P-0083,9,9733.413121864109,1.0,242766.11503826524
P-0083,10,7073.743873253889,1.0,253080.3099133083
P-0084,1,64586.42967943693,10.0,0.0
P-0084,2,58926.60503245135,11.0,0.0
P-0084,3,75636.38242058994,10.0,0.0
P-0084,4,78770.79569894605,11.0,0.0
P-0084,5,79117.39922576508,10.0,0.0
P-0084,6,79478.80787683341,10.0,0.0
P-0084,7,57156.7099084444,10.0,0.0
P-0084,8,62260.67574723062,10.0,0.0
P-0084,9,92037.09434622603,11.0,0.0
P-0084,10,65062.887730742834,9.0,0.0
P-0084,11,22884.499232270897,4.0,143775.1063400246
P-0084,12,18068.231876419854,4.0,153043.10930524845
P-0084,13,20913.24743284584,4.0,264409.0648884409
P-0084,14,18267.45976463563,4.0,483198.1276092063
P-0084,15,22701.53938360659,4.0,665233.0472070937
P-0084,16,21125.15992075606,4.0,908282.1723911597
P-0084,17,18953.892799789566,3.0,1166866.6063000904
P-0084,18,16720.209660512653,4.0,1308206.8062242924
P-0085,1,100626.00369516561,17.0,0.0
P-0085,2,89100.69352339469,17.0,0.0
P-0085,3,105954.32797758003,17.0,0.0
P-0085,4,131097.44249502767,17.0,0.0
P-0085,5,93333.81852031926,17.0,0.0
P-0085,6,98561.82170714528,17.0,0.0
P-0085,7,92496.3549741113,17.0,0.0
P-0085,8,92005.9734951886,17.0,0.0
P-0085,9,115841.77374752519,17.0,0.0
P-0085,10,89836.95786059093,17.0,0.0
P-0085,11,92169.4482463574,17.0,0.0
P-0085,12,79111.8963604078,17.0,0.0
P-0085,13,88844.33332168113,17.0,0.0
P-0085,14,77693.95777797021,16.0,0.0
P-0085,15,105138.7250970321,17.0,0.0
P-0085,16,130562.70129782136,17.0,0.0
P-0085,17,93429.00226968761,17.0,0.0
P-0085,18,78182.31418309966,17.0,0.0
P-0085,19,108283.98361040687,17.0,0.0
P-0085,20,89204.21260096208,17.0,0.0
P-0085,21,23342.43191000232,3.0,417092.46625881153
P-0085,22,17957.50321504311,3.0,1895226.8689769085
P-0085,23,16766.40372472186,3.0,2176922.476896761
P-0085,24,18311.88925069251,4.0,1808320.4258296993
P-0085,25,21498.267848675616,3.0,2034942.1319601196
P-0085,26,18143.456736470867,3.0,2238085.055618688
P-0085,27,17226.417875980434,3.0,2161058.7954947157
P-0086,1,118993.50127244115,3.0,0.0
P-0086,2,124807.37417550552,3.0,0.0
P-0086,3,87450.28569068032,4.0,0.0
P-0086,4,98339.24750453598,2.0,0.0
P-0086,5,5542.489383468915,0.0,67879.99348146732
P-0086,6,7263.798766388772,0.0,126536.55918739407
P-0086,7,5012.324792287726,0.0,155764.98468450244
P-0086,8,5028.15070470171,0.0,211430.77821517028
P-0086,9,7033.6102386424745,0.0,301195.77528369473
P-0086,10,5129.2299713629955,0.0,332232.6929967591
P-0086,11,6215.308356017249,0.0,375056.58483673696
P-0087,1,69905.3008799778,4.0,0.0
P-0087,2,65163.344370739,4.0,0.0
P-0087,3,65195.907479717214,4.0,0.0
P-0087,4,54844.19827898404,4.0,0.0
P-0087,5,56044.341435430084,5.0,0.0
P-0087,6,79714.46362914755,4.0,0.0
P-0087,7,62052.644494543914,4.0,0.0
P-0087,8,57510.67157601088,4.0,0.0
P-0087,9,74294.4385152611,5.0,0.0
P-0087,10,65549.85442567972,4.0,0.0
P-0087,11,67804.65899650053,5.0,0.0
P-0087,12,62355.30749800088,5.0,0.0
P-0087,13,6346.566777152785,3.0,249397.4895619198
P-0087,14,6527.244655299899,3.0,372924.898732071
P-0087,15,5057.028558784857,3.0,408839.8010464281
P-0087,16,6626.20697984881,3.0,396268.2355912819
P-0088,1,35224.68849879047,2.0,0.0
P-0088,2,33065.47648755553,2.0,0.0
P-0088,3,28931.988720418893,3.0,0.0
P-0088,4,31055.323824791663,3.0,0.0
P-0088,5,28197.452291633523,3.0,0.0
P-0088,6,27932.95506431594,2.0,0.0
P-0088,7,34586.77343963577,3.0,0.0
P-0088,8,28548.787794454813,2.0,0.0
P-0088,9,34261.32065766587,4.0,0.0
P-0088,10,4050.880438630727,1.0,245333.90461728178
P-0088,11,5572.870840800583,2.0,262206.39102902776
P-0088,12,4825.243525010506,2.0,336396.6615438657
P-0088,13,6630.158493631239,3.0,360042.43815632834
P-0088,14,5598.903120753925,2.0,431748.58566754725
P-0089,1,88601.39263584319,13.0,0.0
P-0089,2,67121.27530223344,12.0,0.0
P-0089,3,67000.26947757012,12.0,0.0
P-0089,4,73591.24066267486,12.0,0.0
P-0089,5,70670.77237758684,12.0,0.0
P-0089,6,88263.20382196603,11.0,0.0
P-0089,7,84340.34636123649,12.0,0.0
P-0089,8,91603.27921063582,11.0,0.0
P-0089,9,84779.08123509795,13.0,0.0
P-0089,10,82954.9121255824,11.0,0.0
P-0089,11,92579.72308454468,11.0,0.0
P-0089,12,85490.35180935933,11.0,0.0
P-0089,13,81589.9833488056,11.0,0.0
P-0089,14,95305.94872372503,13.0,0.0
P-0089,15,82047.19693043083,13.0,0.0
P-0089,16,77973.04125449932,12.0,0.0
P-0089,17,72792.15912083547,11.0,0.0
P-0089,18,87756.01133813239,11.0,0.0
P-0089,19,92942.16123518061,12.0,0.0
P-0089,20,6022.182748355285,2.0,536242.8338751108
P-0089,21,7508.322768239281,2.0,1847583.3402187652
P-0089,22,3922.4169296034024,2.0,2711114.2972998316
P-0089,23,6016.859596596844,2.0,2665454.279991158
P-0089,24,6033.661050582529,2.0,3153822.765666389
P-0089,25,5282.224536532357,2.0,3160840.6082335017
P-0089,26,8685.357717429237,2.0,2972823.395396973
P-0089,27,6005.111340888635,2.0,2750813.1822605855
P-0089,28,5631.484277025751,2.0,2800062.5287015666
P-0089,29,6105.924407692847,2.0,2671101.0273568956
P-0090,1,112112.89112987924,21.0,0.0
P-0090,2,95458.19275490392,21.0,0.0
P-0090,3,120984.48378513762,21.0,0.0
P-0090,4,110736.2086506589,21.0,0.0
P-0090,5,109397.15494814282,21.0,0.0
P-0090,6,114879.81393307229,21.0,0.0
P-0090,7,128072.43927759345,21.0,0.0
P-0090,8,108308.20590366775,21.0,0.0
P-0090,9,104691.3170154539,20.0,0.0
P-0090,10,125345.59180230905,21.0,0.0
P-0090,11,118453.41444288197,21.0,0.0
P-0090,12,102043.05897621466,20.0,0.0
P-0090,13,106197.020218455,21.0,0.0
P-0090,14,108619.28294795865,22.0,0.0
P-0090,15,110738.91400663057,20.0,0.0
P-0090,16,88853.69658636978,21.0,0.0
P-0090,17,86486.32110499781,20.0,0.0
P-0090,18,42443.196880504045,5.0,281095.3368315698
P-0090,19,41739.94112882173,5.0,429899.6181409484
P-0090,20,44657.711331182756,5.0,623484.0643785038
P-0090,21,56282.213019430616,5.0,914968.6912471268
P-0090,22,48975.479369999826,5.0,1151447.3015809127
P-0090,23,52297.02146528683,5.0,1652869.1508449512
P-0090,24,39379.9633345918,5.0,2342660.449919362
P-0090,25,46314.11756162391,4.0,2965565.313917941
P-0090,26,55850.768124668386,5.0,3474756.403246345
P-0090,27,55920.729602591506,5.0,4160064.403363491
P-0090,28,43923.52994061841,5.0,4731813.89384841
P-0090,29,51981.23437872336,6.0,5455735.932611119
P-0090,30,70503.42757021748,6.0,5336786.313135478
P-0090,31,50351.39053221033,5.0,5762129.210598005
P-0090,32,44208.90105793326,5.0,5477465.069336755
P-0091,1,72881.97636070558,5.0,0.0
P-0091,2,4932.713738423849,1.0,98678.01106959472
P-0091,3,5713.932997724601,1.0,353477.6018855509
P-0091,4,5693.878523876141,1.0,592116.9177230019
P-0092,1,269683.1771281672,3.0,0.0
P-0092,2,237458.60060042073,2.0,0.0
P-0092,3,283210.4842226228,2.0,0.0
P-0092,4,24763.951663101823,0.0,1211461.7980353695
P-0092,5,30736.52637538326,0.0,1466327.9189057474
P-0093,1,68961.1960347213,16.0,0.0
P-0093,2,62477.487028865835,15.0,0.0
P-0093,3,79416.73360660889,15.0,0.0
P-0093,4,64267.24526081032,14.0,0.0
P-0093,5,73748.2552758992,16.0,0.0
P-0093,6,70171.82768638733,16.0,0.0
P-0093,7,61835.92972065947,15.0,0.0
P-0093,8,65604.2383359843,15.0,0.0
P-0093,9,82522.69164079404,15.0,0.0
P-0093,10,72490.27565010503,15.0,0.0
P-0093,11,62206.515708695195,15.0,0.0
P-0093,12,73370.78284342206,15.0,0.0
P-0093,13,69536.54580487254,15.0,0.0
P-0093,14,100113.80429596355,16.0,0.0
P-0093,15,73199.1803330448,16.0,0.0
P-0093,16,67544.77406152485,15.0,0.0
P-0093,17,82838.26613096427,15.0,0.0
P-0093,18,8549.635421048491,4.0,1071149.128067426
P-0093,19,13004.206591013988,4.0,5412655.306701146
P-0093,20,17377.648173871625,4.0,5830107.498010182
P-0093,21,12519.658179969321,4.0,6272990.413560955
P-0093,22,8797.607210767836,4.0,6143446.647461167
P-0093,23,11875.835255677053,4.0,5873087.751870917
P-0093,24,16134.947017452247,4.0,5062725.277367856
P-0093,25,13652.703674965254,4.0,5064408.0750207305
P-0094,1,86588.65137814527,12.0,0.0
P-0094,2,77325.46101374071,12.0,0.0
P-0094,3,75824.18917680773,12.0,0.0
P-0094,4,73789.7259607992,11.0,0.0
P-0094,5,60707.3830792891,12.0,0.0
P-0094,6,79597.42219917667,12.0,0.0
P-0094,7,62034.037207448964,12.0,0.0
P-0094,8,71363.07250085547,11.0,0.0
P-0094,9,55439.41393147534,12.0,0.0
P-0094,10,52114.437664127836,13.0,0.0
P-0094,11,24411.909881571002,4.0,262919.7959040503
P-0094,12,19726.436173423885,3.0,322120.23014436103
P-0094,13,14822.031567773147,5.0,433628.9976256993
P-0094,14,25335.872411614153,4.0,698283.3390165515
P-0094,15,31900.209522314915,4.0,1072255.1648392044
P-0094,16,28864.141056253487,4.0,1564342.0289499532
P-0094,17,22019.658643206723,4.0,2027243.9639218922
P-0094,18,23125.842056470345,4.0,2674406.696762845
P-0095,1,51461.359392367944,5.0,0.0
P-0095,2,47965.368967976836,5.0,0.0
P-0095,3,42921.03054849199,5.0,0.0
P-0095,4,41773.7643498707,6.0,0.0
P-0095,5,43474.33734989724,5.0,0.0
P-0095,6,49060.62811180715,6.0,0.0
P-0095,7,47632.2525895446,6.0,0.0
P-0095,8,49021.700296402916,5.0,0.0
P-0095,9,50658.701230539016,4.0,0.0
P-0095,10,44189.507349659405,6.0,0.0
P-0095,11,56191.53882297838,6.0,0.0
P-0095,12,46251.66249123528,5.0,0.0
P-0095,13,45301.376534895826,5.0,0.0
P-0095,14,14010.175212924789,1.0,618552.9495818403
P-0095,15,8629.509659110216,1.0,987640.1545030546
P-0096,1,48023.571183278305,1.0,0.0
P-0096,2,41179.71765896331,1.0,0.0
P-0096,3,37496.257115812004,1.0,0.0
P-0096,4,5374.95133694317,1.0,142330.7516892434
P-0096,5,4519.886836207103,1.0,237518.04577342529
P-0096,6,4401.885909305478,0.0,257980.87386079
P-0096,7,3908.602944119691,1.0,302313.10772644076
P-0096,8,5921.026107850194,1.0,405590.8139933832
P-0097,1,66080.4203375317,2.0,0.0
P-0097,2,67677.8241549156,2.0,0.0
P-0097,3,65511.43472892584,2.0,0.0
P-0097,4,65322.63243426279,3.0,0.0
P-0097,5,70573.67527646878,2.0,0.0
P-0097,6,61461.44893094263,2.0,0.0
P-0097,7,58261.82166028312,3.0,0.0
P-0097,8,89590.82345003751,2.0,0.0
P-0097,9,60090.60843513783,2.0,0.0
P-0097,10,66527.64330085799,2.0,0.0
P-0097,11,53939.11864808317,2.0,0.0
P-0097,12,66656.42734926815,2.0,0.0
P-0097,13,58375.89584688835,3.0,0.0
P-0097,14,62247.20744980955,2.0,0.0
P-0097,15,8687.553586320402,0.0,322273.95285884675
P-0097,16,7933.314333101323,1.0,645982.3039548761
P-0097,17,8060.193286456685,1.0,679351.6055485053
P-0098,1,29039.169118073434,5.0,0.0
P-0098,2,34037.722808834136,4.0,0.0
P-0098,3,27759.54398605854,4.0,0.0
P-0098,4,29526.85356839354,4.0,0.0
P-0098,5,8406.853876526067,2.0,748587.6498635949
P-0098,6,11196.922047146136,2.0,1273079.9103450046
P-0098,7,9085.873077909364,1.0,1804531.01622163
P-0098,8,8936.705243504553,2.0,2044563.3634797097
P-0098,9,13140.359843075788,2.0,3298283.040419941
P-0098,10,10337.006506158426,2.0,3774806.7905278923
P-0099,1,56568.21636178469,8.0,0.0
P-0099,2,57258.80525189541,9.0,0.0
P-0099,3,63620.19611244186,9.0,0.0
P-0099,4,47687.29507573773,8.0,0.0
P-0099,5,25490.56501609714,7.0,616568.114350476
P-0099,6,20449.038582413945,6.0,1126716.0383153858
P-0099,7,24364.09778178506,6.0,2391692.3234916013
P-0099,8,15966.425867575881,6.0,4336047.076911691
P-0099,9,16509.034934209565,6.0,6870679.1450835345
P-0100,1,51094.77612517939,2.0,0.0
P-0100,2,6960.705446440248,1.0,603991.2426305048
P-0100,3,7811.583849259062,3.0,1690007.259681514
P-0100,4,6794.316552106625,2.0,2828912.531668294
